"customer_id","merchant_id","loan_id","application_date","currency","transaction_fee","merchant_status","store_id","term","risk_score","disbursed_date","loanamount","paid_date","city","state","channel","is_disbursed","first_vintage_pay","full_name","age","gender","tel_number","email","merchant_name","merchant_size","store_name","fraud_score"
"618zyyyx94gixz88h4y44050","716325710471686","loan_6143774","2022/01/13 21:27:57","MXN",NA,"7 Live",NA,"6",0.8,NA,7883.2699999999995,NA,"Tlalpan","Ciudad de México","Social Media",FALSE,"2021-11-09","Analicia Chavarria",63,"M",3373454950,"email_2799@gmail.com","merchant_name_35","extra-large",NA,0.5
"61x392zy41955543856y4238","522186628800710","loan_5198658","2022/01/15 21:36:13","MXN",0.04,"7 Live",NA,"12",0.6,"2022-01-15",6934.2699999999995,"2022-07-13","Ostuacán","Chiapas","Social Media",TRUE,"2022-01-15","Norma Rodriguez-Morfin",30,"M",3343346583,"email_2165@gmail.com","merchant_name_2","medium",NA,0.7
"61z1z054gzi5y29h55g65417","711096000586510","loan_6198132","2022/01/17 01:31:10","MXN",0.05,"7 Live",NA,"4",0.9,"2022-01-17",459.17,"2022-03-19","Naucalpan de Juárez","Estado de México","Social Media",TRUE,"2021-12-17","Anthony Gonzales",58,"H",3318543137,"email_2250@gmail.com","merchant_name_465","large",NA,0.5
"61383195491yi8907z53iz9g","611807136063538","loan_3745790","2022/01/19 23:40:55","MXN",0.055,"7 Live",NA,"4",0.5,"2022-01-19",546.04,"2022-04-03","Monterrey","Nuevo León","Social Media",TRUE,"2021-12-29","Angel Johnson",65,"M",3365658114,"email_880@gmail.com","merchant_name_468","medium",NA,0.9
"61xy552h7xhi19889y1i3413","732803872598314","loan_0493070","2022/01/22 13:04:14","MXN",0.055,"8.1 Cancelled by Kueski",NA,"8",0.6,"2022-01-22",1970.27,"2022-05-15","Gustavo A. Madero","Ciudad de México","Social Media",TRUE,"2022-01-22","Edith Valdez",54,"M",3340000618,"email_701@gmail.com","merchant_name_5","large",NA,0.1
"61xy9y2y021y4gz02iz6137x","706756246513214","loan_9619320","2022/01/22 18:07:09","MXN",0.055,"7 Live",NA,"4",0.8,"2022-01-22",654.81,"2022-03-07","Coyoacán","Ciudad de México","Social Media",TRUE,"2022-01-22","Ahviana Martinez",59,"M",3376181779,"email_339@gmail.com","merchant_name_64","large",NA,0.5
"61hx1g30gh1yy8zh08y21hx0","731966664353218","loan_2196316","2022/01/24 19:20:56","MXN",0.055,"7 Live",NA,"8",0.4,"2022-01-24",1309.62,NA,"Ocotlán","Jalisco","Social Media",TRUE,"2022-01-24","Consuelo Fuentes Rodriguez",23,"M",3362128420,"email_2357@gmail.com","merchant_name_191","small",NA,0.8
"618x087x751h5y7y7xz576y9","522186628800710","loan_2998132","2022/01/27 04:42:58","MXN",0.04,"7 Live",NA,"6",0.5,"2022-01-27",7554.7699999999995,NA,"Nicolás Romero","Estado de México","Social Media",TRUE,"2021-11-12","Tommy Amezquita Alfaro",49,"H",3331993634,"email_2221@gmail.com","merchant_name_2","medium",NA,0.6
"61i85x65hz0hh939h915hyig","833641945250182","loan_8475232","2022/01/31 16:10:46","MXN",0.055,"7 Live",NA,"2",0.9,"2022-01-31",555.895,"2022-02-27","Tijuana","Baja California","Social Media",TRUE,"2022-01-31","Ana Bustillos",27,"M",3328720412,"email_1576@gmail.com","merchant_name_19","small",NA,0.4
"61i8634i2g9gyz28ix40yy57","743690465452574","loan_6932054","2022/01/31 16:31:44","MXN",0.045,"7 Live",NA,"2",0.7,"2022-01-31",1093.54,"2022-03-08","Montemorelos","Nuevo León","Social Media",TRUE,"2022-01-31","Jose Chacon",29,"H",3349566695,"email_978@gmail.com","merchant_name_130","large",NA,0.1
"61y4h4ix4y1h1xg97hg9990h","522186628800710","loan_1327238","2022/02/01 12:12:54","MXN",0.04,"7 Live",NA,"6",0.5,"2022-02-01",1395.03,"2022-05-02","Coyotepec","Estado de México","Social Media",TRUE,"2022-02-01","Aldo Fontes",36,"H",3306884388,"email_1824@gmail.com","merchant_name_2","medium",NA,0.7
"61i95y9328zz9i1918xz9136","646419203762018","loan_5181208","2022/02/01 12:32:24","MXN",0.04,"7 Live",NA,"6",0.7,"2022-02-01",1714.04,"2022-04-21","Atlacomulco","Estado de México","Social Media",TRUE,"2022-02-01","Lizbeth Loera-Solano",48,"M",3335683120,"email_378@gmail.com","merchant_name_27","extra-large",NA,0.6
"5x1i4y168gg91x0zxzh6g7yx","624750783375488","loan_4556290","2022/02/05 21:51:50","MXN",0.055,"7 Live",NA,"6",0.9,"2022-02-05",786.9399999999999,"2022-04-19","Tecámac","Estado de México","Social Media",TRUE,"2021-12-01","Janessa Sasse",55,"M",3396974166,"email_662@gmail.com","merchant_name_415","small",NA,0.3
"61xx4i6i77784xxy4g2hig95","656723023242486","loan_8251354","2022/02/07 12:53:17","MXN",0.04,"7 Live",NA,"8",0.4,"2022-02-07",2473.97,NA,"Xochimilco","Ciudad de México","Social Media",TRUE,"2022-01-24","Thomas Ramirez",40,"H",3351633705,"email_2426@gmail.com","merchant_name_91","extra-large",NA,0.3
"619z68z0y8627hh3ygyih98z","605123990791442","loan_8713250","2022/02/10 20:29:41","MXN",0.055,"7 Live",NA,"8",0.8,"2022-02-10",1471.68,"2022-06-02","Los Cabos","Baja California Sur","Social Media",TRUE,"2021-11-22","Kwiona Hawkins",60,"M",3378797644,"email_533@gmail.com","merchant_name_422","large",NA,0.2
"6207hz4y0002g487y4z3127g","645736429790794","loan_5613580","2022/02/12 10:37:27","MXN",0.045,"7 Live",NA,"4",0.6,"2022-02-12",740.9499999999999,"2022-04-04","Valladolid","Yucatán","Social Media",TRUE,"2022-02-12","Patricia Celiz Jr",46,"M",3394154304,"email_195@gmail.com","merchant_name_61","small",NA,0.5
"6208y6gi842706804yi94146","824148977004720","loan_0692744","2022/02/13 02:52:15","MXN",0.055,"7 Live",NA,"8",0.7,"2022-02-13",1576.8,"2022-06-12","Tepic","Nayarit","Social Media",TRUE,"2022-02-13","Fabian Flores",44,"H",3313094494,"email_2634@gmail.com","merchant_name_400","extra-large",NA,0.8
"6209462y7xyyi28y76yy94hy","692082373304804","loan_8690680","2022/02/13 14:50:19","MXN",0.055,"7 Live",NA,"1",0.8,"2022-02-13",2298.04,"2022-02-27","Tlalnepantla de Baz","Estado de México","Social Media",TRUE,"2022-02-13","Kayla Medina",23,"M",3369325524,"email_1626@gmail.com","merchant_name_333","medium",NA,0.7
"61z0898h856x0ghx510381z0","579162792534244","loan_4313526","2022/02/14 03:13:52","MXN",0.04,"7 Live",NA,"6",0.8,"2022-02-14",3036.216,"2022-02-22","San Nicolás de los Garza","Nuevo León","Social Media",TRUE,"2021-11-26","Joel Dominguez",36,"H",3383799270,"email_208@gmail.com","merchant_name_107","large",NA,0.7
"61z83201xh21061igz147178","789260705999920","loan_3975286","2022/02/14 21:49:05","MXN",0.04,"7 Live",NA,"6",0.7,"2022-02-14",3052.8453999999997,NA,"Culiacán","Sinaloa","Social Media",TRUE,"2021-12-02","Brianna Perdomo Chiuzulli",37,"M",3387757946,"email_2059@gmail.com","merchant_name_23","medium",NA,0.8
"6171z431553116z402103xg9","522186628800710","loan_0930490","2022/02/15 15:57:39","MXN",0.04,"7 Live",NA,"6",0.8,"2022-02-15",2554.27,"2022-05-14","Chihuahua","Chihuahua","Social Media",TRUE,"2021-10-21","Roberto Klem",53,"H",3390350846,"email_1516@gmail.com","merchant_name_2","medium",NA,0.2
"620y609g56991i5hh8341xg7","802317524017752","loan_3304044","2022/02/15 20:25:32","MXN",0.055,"7 Live",NA,"4",0.5,"2022-02-15",1208.004,"2022-04-18","Santa Cruz de Juventino Rosas","Guanajuato","Social Media",TRUE,"2022-02-15","Eloy Valladares Giron",24,"H",3306747700,"email_202@gmail.com","merchant_name_499","medium",NA,1
"618x15x404y44x28331xy6gh","331996224299100","loan_3064742","2022/02/16 01:23:03","MXN",0.028,"8.2 Churn by merchant",NA,"6",0.3,"2022-02-16",4962.759,"2022-05-31","San Luis Potosí","Veracruz","Social Media",TRUE,"2022-01-22","Corina Garcia",35,"M",3311194238,"email_1204@gmail.com","merchant_name_500","small",NA,0.8
"618y03490ix9i2h5z9xh6x92","784073870287790","loan_2048596","2022/02/16 09:51:40","MXN",NA,"7 Live",NA,"8",0.8,NA,11168.343,NA,"Tlalnepantla de Baz","Estado de México","Social Media",FALSE,"2021-11-12","Maria Nava",41,"M",3314306848,"email_82@gmail.com","merchant_name_199","small",NA,0.2
"6168h9h594yz8xx739961z1z","625495968590150","loan_3243426","2022/02/16 20:26:23","MXN",0.055,"8.1 Cancelled by Kueski",NA,"6",0.4,NA,1020.54,NA,"Tlalpan","Ciudad de México","Social Media",FALSE,"2021-10-14","Elena Garcia",63,"M",3336466473,"email_910@gmail.com","merchant_name_374","small",NA,1
"617857y76z49y2hg91i07ix2","611551291908614","loan_1884740","2022/02/17 13:00:53","MXN",0.055,"7 Live",NA,"6",0.9,"2022-02-17",3180.3617999999997,"2022-05-14","Celaya","Guanajuato","Social Media",TRUE,"2021-10-26","Carlos Perez",38,"H",3355034962,"email_1080@gmail.com","merchant_name_501","extra-large",NA,0.6
"621660h62603011i6z32g78y","776131209080142","loan_6824196","2022/02/23 10:29:11","MXN",0.055,"7 Live",NA,"2",0.8,"2022-02-23",1459.27,"2022-03-31","Monterrey","Nuevo León","Social Media",TRUE,"2022-02-23","Micheal Perdomo",37,"H",3312971584,"email_1687@gmail.com","merchant_name_502","medium",NA,0.4
"61172980g589897993893603","522186628800710","loan_8021584","2022/02/26 21:16:43","MXN",0.04,"7 Live",NA,"6",0.7,"2022-02-26",4204.215999999999,"2022-05-30","Tamasopo","San Luis Potosi","Social Media",TRUE,"2021-11-14","Monee Chavez",50,"M",3377268807,"email_1256@gmail.com","merchant_name_2","medium",NA,1
"618y16zyyy87i155hyggixhy","610308226031882","loan_2491650","2022/02/28 11:14:54","MXN",0.055,"7 Live",NA,"6",0.8,"2022-02-28",1634.032,"2022-05-28","Celaya","Guanajuato","Social Media",TRUE,"2022-02-28","Alexis Caro Caro",37,"M",3372674911,"email_1909@gmail.com","merchant_name_37","medium",NA,0.7
"60zh077i5yi108xi0hz6g5z0","522186628800710","loan_0067000","2022/02/28 13:18:26","MXN",0.04,"7 Live",NA,"4",0.9,"2022-02-28",1459.27,"2022-05-01","El Barrio de la Soledad","Oaxaca","Social Media",TRUE,"2021-10-14","Edith Gallegos",33,"M",3392298757,"email_2407@gmail.com","merchant_name_2","medium",NA,0.7
"61ggz392y4zzzg2785902500","697863206351636","loan_3984328","2022/03/03 18:16:47","MXN",0.04,"7 Live",NA,"6",0.7,"2022-03-03",948.27,"2022-05-31","Tlahuapan","Puebla","Social Media",TRUE,"2021-12-16","Jennifer Cardenas Bustamante",53,"M",3305985814,"email_1373@gmail.com","merchant_name_140","medium",NA,0.7
"620i1i35h2g636yhy1y025x1","783285819292020","loan_4846048","2022/03/03 23:34:43","MXN",0.055,"7 Live",NA,"6",0.7,"2022-03-03",1105.95,"2022-05-31","Ciudad Valles","San Luis Potosi","Social Media",TRUE,"2022-02-18","Maria Herrera",33,"M",3395259142,"email_187@gmail.com","merchant_name_503","large",NA,0.1
"622z6yg462xi6458hyi000gg","705065522569400","loan_3025286","2022/03/10 15:25:08","MXN",0.03,"7 Live","2350251454919098598","6",0.3,"2022-03-10",4984.44,"2022-06-15","Milpa Alta","Ciudad de México","Organic",TRUE,"2022-03-10","Leah Gonzalez Ortega",58,"M",3375597354,"email_343@gmail.com","merchant_name_16","large","store_name_120",0.9
"6198z1x918g9x330yy03117g","743690465452574","loan_2066480","2022/03/10 22:35:23","MXN",0.045,"7 Live",NA,"8",0.9,"2022-03-10",1750.54,"2022-07-11","Coyoacán","Ciudad de México","Social Media",TRUE,"2021-11-20","Arlette Villegas",22,"M",3374416136,"email_2134@gmail.com","merchant_name_130","large",NA,0.5
"61665h54629i619z00zh79xx","806604211758064","loan_1193450","2022/03/15 15:25:16","MXN",NA,"7 Live",NA,"6",0.8,NA,1970.27,NA,"Campeche","Campeche","Social Media",FALSE,"2021-11-13","Jose Vallejos",28,"H",3332564700,"email_872@gmail.com","merchant_name_339","medium",NA,0.3
"6202i98z93gyixy2g96267hh","826929314017556","loan_5958200","2022/03/15 19:07:31","MXN",0.055,"7 Live",NA,"6",0.9,"2022-03-15",1197.2,"2022-06-14","San Nicolás de los Garza","Nuevo León","Social Media",TRUE,"2022-02-08","Larissa Flores",49,"M",3349353607,"email_952@gmail.com","merchant_name_504","medium",NA,0.1
"6237x32g3x91i96hx2zii8xg","762333920241456","loan_6196700","2022/03/21 18:40:19","MXN",0.055,"7 Live",NA,"1",0.9,"2022-03-21",1591.3999999999999,"2022-03-22","Dolores Hidalgo Cuna de la Independencia Nacional","Guanajuato","Social Media",TRUE,"2022-03-20","Jessi Lozano",51,"H",3348166480,"email_2313@gmail.com","merchant_name_126","large",NA,0.4
"623g83396h870h0h79iiyg54","716945251115144","loan_4543482","2022/03/23 14:29:45","MXN",0.04,"7 Live",NA,"6",0.6,"2022-03-23",2742.61,"2022-06-15","San Luis Potosí","San Luis Potosi","Social Media",TRUE,"2022-03-23","Gabriel Robles",42,"H",3358517029,"email_1630@gmail.com","merchant_name_10","small",NA,0.7
"618xx5i2x65h45xiix56h59i","611540244111938","loan_8017954","2022/03/24 12:36:10","MXN",0.055,"7 Live",NA,"6",0.9,"2022-03-24",871.0360000000001,"2022-06-21","Guadalajara","Jalisco","Social Media",TRUE,"2021-11-12","Ana Jimenez",25,"M",3304577689,"email_1357@gmail.com","merchant_name_349","large",NA,0.1
"61z30yigh8299i7400zyygy5","763169811475744","loan_5556294","2022/03/25 07:40:49","MXN",0.05,"7 Live",NA,"6",0.3,"2022-03-25",4663.24,"2022-06-30","Saltillo","Coahuila de Zaragoza","Social Media",TRUE,"2021-11-27","Daniel Magdaleno",62,"H",3397701114,"email_442@gmail.com","merchant_name_4","small",NA,0.4
"623g888x0g46gxi6gyy273h4","748011781366890","loan_9852192","2022/03/25 13:40:51","MXN",0.03,"7 Live","2350251559650869720","8",0.1,"2022-03-25",4160.2699999999995,"2022-08-12","Querétaro","Queretaro de Arteaga","Organic",TRUE,"2022-03-25","Alicia Flores",28,"M",3302830144,"email_425@gmail.com","merchant_name_15","medium","store_name_124",0.2
"62412x7566y569zz39162i97","697863206351636","loan_0467094","2022/03/27 21:41:41","MXN",0.04,"7 Live",NA,"6",0.4,"2022-03-27",1867.5590000000002,"2022-05-31","Azcapotzalco","Ciudad de México","Social Media",TRUE,"2022-03-27","Eric Estrada",37,"H",3387913997,"email_2629@gmail.com","merchant_name_140","medium",NA,0.7
"624z517x4h99y3i420y793hx","865446547174216","loan_6238754","2022/04/03 21:01:34","MXN",0.055,"7 Live",NA,"4",0.8,"2022-04-03",473.77,"2022-05-26","Xalapa","Veracruz","Social Media",TRUE,"2022-04-03","Isaac Lopez Navas",26,"H",3309162506,"email_716@gmail.com","merchant_name_505","extra-large",NA,0.9
"621giy23440hy3z5g55xxy46","721909813882396","loan_5049486","2022/04/04 13:36:16","MXN",0.055,"8.1 Cancelled by Kueski",NA,"6",0.7,"2022-04-04",1459.27,"2022-06-01","Jesús María","Aguascalientes","Social Media",TRUE,"2022-02-27","Luis Gutierrez",48,"H",3327270318,"email_1180@gmail.com","merchant_name_506","medium",NA,0.6
"619978yg80899zzhzy693532","726183834821532","loan_0817576","2022/04/05 17:02:16","MXN",0.043,"7 Live",NA,"4",0.9,"2022-04-05",634.5525,"2022-04-23","Coyoacán","Ciudad de México","Social Media",TRUE,"2021-11-20","Fabian Roybal-Mcintosh",44,"H",3315467432,"email_706@gmail.com","merchant_name_82","small",NA,0.5
"624x17g30hi8g652xg520izh","748011781366890","loan_7402846","2022/04/06 17:44:04","MXN",0.03,"7 Live","2334554614646636918","6",0.3,"2022-04-06",2627.27,NA,"Piedras Negras","Coahuila de Zaragoza","Organic",TRUE,"2022-04-06","Rebeca Bustos",42,"M",3326068714,"email_795@gmail.com","merchant_name_15","medium","store_name_125",0.1
"61671xyii854xhx4x52y1x9g","868189672317082","loan_7018654","2022/04/07 21:56:57","MXN",0.055,"7 Live",NA,"6",0.9,"2022-04-07",2729.9226,NA,"Centro","Tabasco","Social Media",TRUE,"2021-10-13","Belen Esparza",27,"M",3321989599,"email_584@gmail.com","merchant_name_25","extra-large",NA,0.5
"624igz5713y94yxgiy13hi0y","732763565336966","loan_2438702","2022/04/07 23:30:15","MXN",0.055,"7 Live",NA,"2",0.7,"2022-04-07",867.97,"2022-05-03","Tizayuca","Hidalgo","Social Media",TRUE,"2022-04-07","Paula Felix",20,"M",3360265608,"email_2930@gmail.com","merchant_name_507","extra-large",NA,0.8
"625459ghi45xz90zg8293172","748011781366890","loan_3517162","2022/04/11 11:39:26","MXN",0.03,"7 Live","2321507878784008350","8",0.1,"2022-04-11",3868.27,NA,"Ecatepec de Morelos","San Nicolás de los Garza","Organic",TRUE,"2022-04-11","Jocelyne Valerio-Contreras",35,"M",3311437470,"email_2087@gmail.com","merchant_name_15","medium","store_name_126",0.9
"618giy46ziii3944i827i817","748011781366890","loan_9216100","2022/04/11 22:22:15","MXN",0.03,"7 Live",NA,"6",0.9,"2022-04-11",4467.0743999999995,"2022-06-17","Zapopan","Jalisco","Social Media",TRUE,"2022-04-11","Omar Salazar",30,"H",3337612304,"email_2241@gmail.com","merchant_name_15","medium",NA,0.4
"618g08249iihg5z342101336","743690465452574","loan_0667534","2022/04/13 16:13:49","MXN",0.045,"7 Live",NA,"8",0.8,"2022-04-13",1750.54,"2022-08-15","León","Guanajuato","Social Media",TRUE,"2021-11-09","Eric Arellano",33,"H",3382275262,"email_643@gmail.com","merchant_name_130","large",NA,0.8
"617g0g90x13363z92z809xz5","748011781366890","loan_6236820","2022/04/14 17:53:56","MXN",0.03,"7 Live","2321507877961924738","8",0.1,"2022-04-14",10219.27,NA,"Nezahualcóyotl","Estado de México","Organic",TRUE,"2022-04-14","Nicole Vargas",36,"M",3347234843,"email_1551@gmail.com","merchant_name_15","medium","store_name_127",0.8
"6255z6554xi18y67i6i6gy8x","158823646240768","loan_1656630","2022/04/15 16:12:29","MXN",0.025,"7 Live",NA,"6",0.4,"2022-04-15",5839.8832,"2022-07-15","Zapopan","Jalisco","Social Media",TRUE,"2022-04-15","Tannia Amat",30,"M",3317815145,"email_111@gmail.com","merchant_name_18","medium",NA,0.9
"62536z3z9i92x541x0x2y5g0","763050542246980","loan_7657890","2022/04/17 10:24:34","MXN",0.055,"8.1 Cancelled by Kueski",NA,"4",0.8,"2022-04-17",1003.75,"2022-06-05","Huimilpan","Queretaro de Arteaga","Social Media",TRUE,"2022-04-17","Carolina Aguirre",59,"M",3311394276,"email_2370@gmail.com","merchant_name_138","medium",NA,0.2
"625hiygh3z78yg1xg0h22046","822058552664970","loan_8827200","2022/04/18 19:16:40","MXN",0.04,"7 Live","2380737270013378658","6",0.3,"2022-04-18",1408.17,"2022-07-16","Centro","Tabasco","Organic",TRUE,"2022-04-18","Joel Hernandez-Vazquez",31,"H",3399586767,"email_1242@gmail.com","merchant_name_341","extra-large","store_name_116",0.4
"61zy1gyh2hy1g5zgh947336x","763050542246980","loan_9687036","2022/04/20 13:58:32","MXN",0.055,"8.1 Cancelled by Kueski",NA,"6",0.7,"2022-04-20",2390.02,NA,"Querétaro","Queretaro de Arteaga","Social Media",TRUE,"2021-12-04","Esmeralda Lopez",36,"M",3331328553,"email_1810@gmail.com","merchant_name_138","medium",NA,0.4
"625i598yzi749220xg813165","510264940437602","loan_3303448","2022/04/20 22:57:54","MXN",0.0649,"7 Live",NA,"6",0.6,"2022-04-20",1568.9233,"2022-07-15","Tuxtla Gutiérrez","Chiapas","Social Media",TRUE,"2022-04-20","Ramon Padilla-Sanchez",48,"H",3326775359,"email_949@gmail.com","merchant_name_159","large",NA,0.2
"618i4h314215776i49135752","716325710471686","loan_5295916","2022/04/20 23:05:33","MXN",0.035,"7 Live",NA,"6",0.8,"2022-04-20",2919.27,"2022-07-14","Felipe Carrillo Puerto","Quintana Roo","Social Media",TRUE,"2021-11-13","Jesus Padilla",36,"H",3320770871,"email_267@gmail.com","merchant_name_35","extra-large",NA,0.4
"6261984xy02z83g6xg9462hh","522186628800710","loan_1274596","2022/04/21 12:45:50","MXN",0.04,"7 Live",NA,"6",0.8,"2022-04-21",709.56,"2022-07-13","Nezahualcóyotl","Estado de México","Social Media",TRUE,"2022-04-21","Cheyenne Montez",21,"M",3315278842,"email_1243@gmail.com","merchant_name_2","medium",NA,0.2
"6189y2y431zzhi08zy6y1yyx","847883930975390","loan_7342772","2022/04/22 15:15:53","MXN",0.055,"7 Live",NA,"6",0.7,"2022-04-22",5029.7,"2022-07-15","Corregidora","Queretaro de Arteaga","Social Media",TRUE,"2021-11-08","Issac Barajas",26,"H",3353942720,"email_2147@gmail.com","merchant_name_235","medium",NA,0.2
"6250y767i648z4g4562zy1y3","703110028993240","loan_6483108","2022/04/23 21:38:49","MXN",0.055,"7 Live",NA,"4",0.8,"2022-04-23",578.16,"2022-06-29","Mérida","Yucatán","Social Media",TRUE,"2022-04-23","Alexis Marquez",56,"H",3378384527,"email_18@gmail.com","merchant_name_13","medium",NA,0.2
"61z04h64zxxh28x220i55x4i","747845644985032","loan_7336402","2022/04/24 20:30:37","MXN",0.055,"7 Live",NA,"4",0.8,"2022-04-24",6132,"2022-05-24","Zapopan","Jalisco","Social Media",TRUE,"2021-11-25","Breanna Padilla",34,"M",3352823638,"email_2802@gmail.com","merchant_name_312","medium",NA,0.6
"6150gig155322y96479665g4","769080810548032","loan_7926400","2022/04/25 19:08:54","MXN",0.055,"7 Live",NA,"4",0.5,"2022-04-25",546.843,"2022-06-28","Cuauhtémoc","Ciudad de México","Social Media",TRUE,"2022-04-25","Angelica Quintana",65,"M",3368312490,"email_169@gmail.com","merchant_name_189","small",NA,1
"622gz960h6442z211199481y","774095788843344","loan_6419390","2022/04/26 19:57:10","MXN",0.03,"7 Live","2334554640642933188","6",0.2,"2022-04-26",4014.27,NA,"Puebla","Puebla","Organic",TRUE,"2022-03-11","Ana Ruiz-Smith",19,"M",3381504872,"email_1922@gmail.com","merchant_name_73","small","store_name_100",0.7
"6260735924hx792hyi4g51h6","158823646240768","loan_3106714","2022/04/27 15:08:16","MXN",0.025,"7 Live",NA,"4",0.5,"2022-04-27",9481.648799999999,"2022-06-29","Jiutepec","Morelos","Social Media",TRUE,"2022-04-27","Brandon Perez-Gonzalez",42,"H",3394621459,"email_2747@gmail.com","merchant_name_18","medium",NA,0.1
"61g913g8592z043x1hh15139","847124686452390","loan_7978186","2022/04/28 14:33:02","MXN",0.055,"7 Live",NA,"6",0.9,"2022-04-28",2624.9997,"2022-07-29","Coyoacán","Ciudad de México","Social Media",TRUE,"2021-12-17","Eduardo Mangels",42,"H",3384306194,"email_2919@gmail.com","merchant_name_508","medium",NA,0.1
"61707i735g8iyi50y131i697","701630404370550","loan_3645410","2022/04/28 15:59:17","MXN",0.035,"7 Live",NA,"1",0.9,"2022-04-28",325.58,"2022-05-09","Benito Juárez","Quintana Roo","Social Media",TRUE,"2021-10-20","Ivan Ortiz",25,"H",3301016572,"email_1229@gmail.com","merchant_name_14","medium",NA,0.7
"618x0g41404x05593h767g0z","726183834821532","loan_7126442","2022/04/28 13:50:14","MXN",0.043,"7 Live",NA,"6",0.8,"2022-04-28",1588.334,"2022-07-30","Cajeme","Sonora","Social Media",TRUE,"2021-11-12","Shaian Gonzalez",61,"M",3318335864,"email_1891@gmail.com","merchant_name_82","small",NA,0.8
"5x6x6g206x94g71ghzh80z47","888607628077068","loan_6559344","2022/04/29 13:30:31","MXN",0,"7 Live",NA,"4",0.8,"2022-04-29",729.27,"2022-06-24","Salinas Victoria","Nuevo León","Social Media",TRUE,"2022-03-17","Jessica Espinosa-Ramirez",27,"M",3387860205,"email_2813@gmail.com","merchant_name_509","medium",NA,0.2
"6203iy5z120zi7x6h11i2x8i","727786184780494","loan_5161260","2022/04/29 18:41:19","MXN",0.05,"7 Live",NA,"4",0.9,"2022-04-29",1105.95,"2022-05-20","Tampico","Tamaulipas","Social Media",TRUE,"2022-02-09","Brittany Solis Arroyo",61,"M",3355068605,"email_323@gmail.com","merchant_name_79","large",NA,0.3
"619424hhh513i92gz084i226","615680819077994","loan_5835988","2022/03/17 14:09:55","MXN",0,"7 Live","2314762381299040422","6",0.4,"2022-03-17",3868.2626999999998,"2022-06-23","Chalco","Estado de México","Organic",TRUE,"2021-11-16","Jesse Valdez",55,"H",3353483229,"email_900@gmail.com","merchant_name_26","small","store_name_19",0.5
"615h234gi191xhg08hxg2385","522186628800710","loan_2482626","2021/10/05 23:25:21","MXN",0.04,"7 Live",NA,"8",0.4,"2021-10-05",1530.08,NA,"Iztacalco","Ciudad de México","Social Media",TRUE,"2021-10-05","Jose Keller",48,"H",3369311855,"email_1148@gmail.com","merchant_name_2","medium",NA,0.4
"615x63ix418y203y0108h950","522186628800710","loan_5204594","2021/10/06 22:05:36","MXN",0.04,"7 Live",NA,"8",0.7,"2021-10-06",2700.27,"2022-01-30","Juárez","Chihuahua","Social Media",TRUE,"2021-10-06","Francine Ocampo Ramirez",45,"M",3332600826,"email_676@gmail.com","merchant_name_2","medium",NA,0.2
"61607xhg80h747x39gg17ihi","743646861468238","loan_9169556","2021/10/08 12:24:45","MXN",0.055,"7 Live",NA,"2",0.7,"2021-10-08",392.01,"2021-11-16","Pachuca de Soto","Hidalgo","Social Media",TRUE,"2021-10-08","Israel Sanchez",53,"H",3392924431,"email_2517@gmail.com","merchant_name_301","small",NA,0.2
"612x9h1h9h3z27x5ghxy6hx9","579162792534244","loan_4765780","2021/10/10 13:58:35","MXN",0.04,"7 Live",NA,"8",0.6,"2021-10-10",2481.27,"2022-02-13","Valle de Chalco Solidaridad","Ciudad de México","Social Media",TRUE,"2021-10-10","Liliana Hardy",50,"M",3310013186,"email_2195@gmail.com","merchant_name_107","large",NA,0.6
"61102yg7z1i96442674hx059","522186628800710","loan_4076612","2021/10/11 17:26:51","MXN",0.04,"7 Live",NA,"4",0.8,"2021-10-11",581.81,"2021-11-08","Acapulco de Juárez","Guerrero","Social Media",TRUE,"2021-10-11","Gabriela Rocha-Hinojoso",44,"M",3303932872,"email_196@gmail.com","merchant_name_2","medium",NA,0.9
"617307h320ix36z516g4z9y8","522186628800710","loan_2163004","2021/10/22 13:49:56","MXN",0.04,"7 Live",NA,"8",0.8,"2021-10-22",8029.2699999999995,"2022-02-16","San Pablo Etla","Oaxaca","Social Media",TRUE,"2021-10-22","Francisco Centeno-Leon",58,"H",3342581679,"email_349@gmail.com","merchant_name_2","medium",NA,0.7
"617475426xgz207xy765xh28","738609686913416","loan_6247634","2021/10/23 15:49:08","MXN",0.049,"7 Live",NA,"4",0.7,"2021-10-23",1095,"2021-12-03","Chihuahua","Chihuahua","Social Media",TRUE,"2021-10-23","Sean Castaneda",44,"H",3347800213,"email_1070@gmail.com","merchant_name_11","medium",NA,0.3
"61771h81x5x1hy34yg358548","706641179977096","loan_8521876","2021/10/25 16:11:30","MXN",0.05,"8.1 Cancelled by Kueski",NA,"6",0.8,"2021-10-25",1378.97,"2022-02-10","Durango","Durango","Social Media",TRUE,"2021-10-25","James Russell-Gonzales",18,"H",3338861841,"email_2868@gmail.com","merchant_name_92","medium",NA,0.1
"61789045y9xg5g9812084xgx","748011781366890","loan_7381728","2021/10/26 18:33:31","MXN",0,"7 Live",NA,"8",0.2,"2021-10-26",3649.27,NA,"San Juan del Río","Queretaro de Arteaga","Social Media",TRUE,"2021-10-26","Gloria Torres",32,"M",3345300979,"email_2073@gmail.com","merchant_name_15","medium",NA,0.2
